"продвижение сайта  vdesigne.com.1. ПЕРЕЧЕНЬ ИНТЕРНЕТ-РЕСУРСОВ ЗАКАЗЧИКА
Адрес Сайта http://vdesigne.com/

2. ПЕРЕЧЕНЬ ПОИСКОВЫХ СИСТЕМ, В КОТОРЫХ БУДЕТ ПРОВОДИТЬСЯ ОПТИМИЗАЦИЯ ИНТЕРНЕТ-РЕСУРСОВ ЗАКАЗЧИКА
Яндекс - www.yandex.ru, google - www.google.ru.

3. ПЕРЕЧЕНЬ СЛОВ ДЛЯ ОПТИМИЗАЦИИ ИНТЕРНЕТ-РЕСУРСОВ ЗАКАЗЧИКА С ПОЗИЦИЯМИ ДЛЯ КАЖДОЙ ПОИСКОВОЙ СИСТЕМЫ
дизайн интерьера
дизайн интерьера рязань
дизайн интерьера фото
дизайн интерьера кухни
дизайн интерьера квартир
дизайн интерьера дома
дизайн интерьера гостиной
дизайн интерьера спальни
дизайн интерьера комнаты
декорирование стен
декор стен
4. РЕГИОН ПРОДВИЖЕНИЯ
Рязань и область",33426,"44,48,94,95,47,41,85,42,83"
Вывод в топ 10 psb-gals.ru.,30838,"44,48,94,95,47,41,85,42,83"
"Т1 Переделка главной страницы интернет-магазина http://www.emae.ru/shop/.Задание: есть страница http://www.emae.ru/shop/  нужно переделать только эту страницу по прототипу https://moqups.com/abvsait/eY2FbFtf/p:a4bb67148
Дабы обновить дизайн и сделать его более современным, например как https://www.wildberries.ru/  клиент хочет убрать некоторые элементы со страницы и добавить туда большой слайдер и блоки с баннерами. 
Описание баннеров: В этих блоках будут либо картинки, либо видео (при нажатии будет воспроизводиться внутри блока, при нажатии на некоторые картинки будет переход либо в карточку товара либо в каталог). Пример https://www.wildberries.ru/
Блоки можно будет добавлять по рядам: 1 длинный блок, 2 квадрата или прямоугольника, 3 маленьких квадрата. на 2-й стр есть еще варианты расположения блоков с разной высотой, после того как админ выбрал какой блок размещать на сайте, он загружает фото или видео, которое должно обрезаться.
Сайт будет ""резиновым"" тянется от 1024 до 1280. У блоков 3 параметра высота, тип, расположение нужно при верстке задать соотношения блоков (1/3, 2/3, 3/3).
Внизу под блоками нужно добавить раздел в котором будут загружаются фотографии покупателей совершивших покупки и приславших свое фото, это будет одна линия с возможностью прокрутки право к более старым фотографиям.
Рисуем только те элементы, которые есть в прототипе https://moqups.com/abvsait/eY2FbFtf/p:a4bb67148 - остальное убираем








Основная задача доработки сайта - обновить и сделать его посовременней и повеселей, возможно попробовать отойти от серого цвета и сделать его ярче но не слишком, возможно  добавить какие-нибудь цвета, хотелось бы услышать предложения от дизайнеров...что сейчас в тренде и какие сейчас самые современные сайты.
1. делаем сайт шире, увеличиваем слайдер, верхний футер убираем вниз http://c2n.me/3kvdN7m.jpg , в нижнем футере оставить возможность добавления разделов, текст разместить в нижнем футере компактнее http://c2n.me/3kviRS7.png
разделы в нижнем футере: 
о марке, как заказать, FAQ, Условия доставки, способы оплаты, новости, вакансии, франчайзинг, пресс центр, сотрудничество, форма обратной свзяи, магазины
2. на главной странице сайта теперь не будет никакого товара, вместо этого эту зону отдаем возможность формирования различных банеров, эти банеры могут быть разного размера, сюда будут заливаться как фото так и видео, либо еще какие нибудь другие ссылки и т.д.http://c2n.me/3kvn5x3.jpg
3. ниже под банерами добавляем блок где будут загружаются  фотографии наших клиентов совершивших покупки и приславших свое фото, это будет одна линия с возможностью прокрутки право к более старым фотографиям",19579,"6,18,17,15,74,22,88"
"Нарисовать баннер gif.Посыл такой: Нужно показать посетителю, что можно купить комплектом Адаптивный сайт + 3 приложения (iOS,Android,Windows) Быстро и недорого. 
8 (985) 291-50-98 info@vtormetmarket.ru 
Например:
1. Адаптивный сайт
2. + 3 приложения(иконки 3-х ОС)
3. Ваши товары и услуги
4. На любом устройстве (семейство Десктоп, планшет мобила)
5. У каждого клиента под рукой.
6. Сделаем быстро и недорого.
7. 8 (985) 291-50-98 
    info@vtormetmarket.ru ",5916,4
Продвижение сайта domina.ru.,21706,"44,46,48,94,43,95,47,41,85,42,83"
"Продвижение сайта spars.ru.Сайт попал под санкции Яндекса, вот официальный ответ из Вебмастера:
Позиции Вашего сайта могли ухудшиться вследствие использования некорректных методов поискового продвижения ( http://company.yandex.ru/rules/optimization ), наиболее вероятным из которых является имитация действий пользователей поисковой системы ( http://webmaster.ya.ru/replies.xml?item_no=10399 ). Также негативно на позиции сайта могло повлиять использование SEO-ссылок (  http://webmaster.ya.ru/replies.xml?item_no=325 ).

Вероятно, для продвижения Вашего сайта были использованы сервисы или программы, реализующие подобные методы. Такие как Userator, Movebo, WebEffector, SerpClick, Seopult и тп. Возможно, это было сделано компанией, оказывающей услуги поискового продвижения для Вашего сайта.

Отказ от использования некорректных методов продвижения и оптимизация сайта в интересах пользователя позволят восстановить доверие поисковой системы и занять достойные позиции в выдаче.

Самый главный запрос для заказчика - это мобильные стенды.
Также сайт будет первые несколько дней переносится на наш хостинг. Это требование заказчика.

Бриф на текст уже заполнен.",32124,"44,46,48,94,95,47,41,85,42,83"
"Создание сайта elmid.ru.dev.elmid.ru
Прототип: https://moqups.com/abvsait/t1ruHkns/p:a01338133
Бриф во вложении
После создания вручную необходимо перенести контент со старого сайта на новый.

Текущие задачия (на 16.12.2015):
- Слайдер (нужен дизайн для оформления)
- Статьи+Статья (осталось скорректировать оформление)
- Бренды+Бренд  (осталось оформление детальной страницы)
- Табы на странице товара. Отзывы (осталось скорректировать отступы)
- Табы на странице товара. Свойства (заполнить характеристики  + проверить/скорректировать вывод свойств)
- Cравнение - наполнить параметры (нужны характеристики)
 
- поиск только по каталогу
- фильтрация в каталоге написать js-обработчик для элементов формы (возможно из-за выноса блока фильтров)
- фильтрация в каталоге - цены в разных валютах
 
- формирование прайслистов",36928,"6,90,22,27,81"
"Т1 Электронный подарочный сертификат в ИМ (до 26.12).предложите функционал, возможно уже есть готовые решения.
необходимо сделать возможность создания на сайте электронного подарочного сертификата на любую сумму которую хочет сделать клиент.
сертификат можно отправлять на электронную почту, смс, или другие месенджеры.

",19579,"6,17,15,74,22"
"директ (spars.ru).необходимо настроить директ для сайта spars.ru.
регион: вся Россия
бюджет: 4000 руб.
директ надо настроить по точной фразе  ""мобильные стенды"" - http://www.spars.ru
время: с 11 до 12 и с 14 до 16",32124,57
"Т1 Раздел ОПОВЕЩЕНИЯ на оптовом портале.Реализация задачи:
1. Форма управления настройками оповещений (вывод данных для редактирования осталось) +
2. Новая логика обработки файла с уведомлениями по заказам с учетом настроек +
3. Функция для крона, которая будет делать рассылку уведомлений по времени, выставленному в настройках +
4. Отслеживание создания новых коллекций, товаров на сайте, изменение цены товара для рассылки пользователям уведомлений

 
0. доработать интерфейс, сделать его более понятным и читаемым, придумать идеальное юзабилити
1. сделать возможность отправки оповещений через смс (сервис уже есть)
2. сделать более тонкую настройку возможности отправки оповещений, т.е. сам пользователь должен иметь возможность настраивать какие оповещения ему нужны а какие нет и в каком виде эти оповещения могут приходить (push сайт, email, смс); настройка приходов оповещений по мере наступления событий или 1 раз в день общим списком, (может у вас еще есть какие-то мысли что можно придумать)
3. доработать следующие виды автоматического оповещения:
- оповещение о поступлении денежных средств на счет
- новая коллекция на сайте
- новый товар на сайте (который еще ни разу не бы)
- товар на сайте которого не было больше  определенного периода
- изменения цены (указание артикула, старой цены и новой цены)
- старт сбора предзаказа
- истечение срока отсрочки платежи
4. добавить указание время к дате оповещения чч:мм",19579,"74,22,79"
"Обработка каталогов green-garden.ru.В этой заявке обрабатываем планировки каталогов для будущего сайта. Пока не распределяй, напишу или распределю при необходимости.",33741,6
"Редизайн сайта ориг.рф.Макет https://moqups.com/abvsait/iG6S5n1N/p:aff6727f3
Бриф https://docs.google.com/document/d/1uxRwbyijToOPG4B-zyRq66y0ISdXAP_vinZMH01Jw-A/pub
Смета:
Дизайн и верстка на основании вашей заготовки из архива 17 000 р
Сборка на админке 8 000 р. с переносом контента 
Итого 25 000 р",40799,"105,90,22,27,106"
"Продвижение сайта www.chistyi-gorod.com.Продвижение сайта www.chistyi-gorod.com

Регион - Рязань и Рязанская область.

Ключевые фразы:
Клининг			
клининг рязань			
уборка клининг			
клининговые услуги			
клининговая компания			
профессиональная уборка			
уборка офисов			
уборка помещений			
услуги уборки

Бюджет 9000р",38534,"44,48,94,95,47,41,85,42,83"
"Создание сайта  egetrain.ru.Нужно нарисовать лендинг (главную) страницу по примеру http://ege.interneturok.ru/?utm_source=newdesign&utm_medium=interneturok

Макет, ТЗ и бриф во вложении.

Утверждено:
http://client.abcwww.ru/crm/webimage.php?img=http://crmabcwwwstorage.s3.amazonaws.com/01-2016/1453794124_Egekurs_001_Main_001.jpg - главная
http://client.abcwww.ru/crm/webimage.php?img=http://crmabcwwwstorage.s3.amazonaws.com/02-2016/1455611257_Egetrain_003_LK_001_4.jpg - ЛК",38114,"105,90,22,27,106"
"Посадочная (рекламная) страница на сайте Андростим.рф.Необходимо на сайте создать страницу, которая будет играть роль квазипосадочной. Т.е. по дизайну она должна быть, как обычный лендинг: простой, лаконичный, интересный.
Во время рекламных кампаний, иногда мы будем ""заводить"" гостей сайта Андростим.рф не на Главную страницу, а именно на этот псевдолендинг. И с него уже ""уводить"" потенциальных покупателей на одну из онлайн аптек (для заказа). 
-------
Макет https://moqups.com/abvsait/tfLRdU1V/p:a6b36a59f
Смета 
12 000 р лэндинг + 4000 р адаптив = 16 000 р
Бриф https://docs.google.com/document/d/1awnazaGE-tRdxWkyTg3JtlsEELqv8vKed1OtWN8GWw8/pub
----
26. Компания, За привязку к Робокассе будет выставлено в конце работы над заявкой. Думаю в диапазоне 3-6 тыс. р. Просьба утвердить.
Автор : golovin on 18.02.2016 09:16  
28. по п. 26 - ОК
Автор : Санбиофарм Компания on 24.02.2016 10:02
----
Итого: 
12 000 р лэндинг + 4000 р адаптив + 4500 р подключение к робокассе = 20 500 р",30860,"103,90,106"
"Разработка блоки-рязань Брикус.Нужно разработать лендинг наподобие http://lp.buildstock.ru/
Сначала начал делать прототип, но потом понял, что фактически нужно перерисовать тот сайт, что я привёл. 
Стилистику берём в основном с рязанскийкирпич.рф и браер-рязань.рф
Сайт будет называться блоки-рязань.рф - http://clip2net.com/s/3t4GRSu можно вот так объединить с лого брикуса просто.

Блоки сверху-вниз берём с сайта-донора, кроме блока сертификатов, карты доставки и ""наши клиенты"".
Продукцию давайте в таком виде отобразим - http://clip2net.com/s/3t4Hfwz

Предусматриваем, что сайт должен быть фиксированным, но иметь некую мобильную версию",29038,"6,8,17,15,13,23"
"Создание сайта www.apriori-audit.com.Создание сайта www.apriori-audit.com. Дизайн-Икра.
Ссылка на Смету в сделке.",40718,"90,22,27,106"
"Т Перевод на адаптивную верстку psb-gals.ru и psb-gals.com.Делаем для мобильных и планшетов. Можно 1200 еще расширить простым масштабированием. Разрешения делаем на наше усмотрение. Можно, наверно еще и чистую верстку из заявки на создание сайта взять и ее в адаптив делать, если так быстрее.",30838,"17,15,13,22"
"Редизайн сайта(дизайн, верстка) http://www.tuffstuffitness.ru/.Нужно сделать сайт http://www.tuffstuffitness.ru/ похожим на англ версию http://tuffstuffitness.com/ 
Берем цвета и логотип. Делаем дизайн и верстку.",39529,"105,9"
"Дизайн и верстка сайта medliveproperty.ru.В рамках этой задачи делать адаптивный дизайн и верстку страниц &quot;Главная, Внутренняя Текстовая, Каталог, Страница товара, Контакты&quot;",40752,"8,105,13,90"
Создание сайта td-feniks.ru.https://moqups.com/abvsait/aZCbF9XP/p:a11627b69,40415,"105,90,22,27,106"
"Корзина на сайте.Необходимо сделать корзину на сайте. Самую простую, самый бюджетный вариант.
Лишь бы можно было отправить заказ товара и форма корзины устраивала Яндекс Маркет.
Насколько я опняла их техподдержку, можно даже сделать заказ через форму обратной связи, но там при отправке запроса человеку должно быть показано, что именно он заказывает (а не просто пуста форма, как сейчас).

Оплаты он-лайн не будет.

Какие могут быть варианты?

Ответ от Яндекс.Маркета.
""Когда пользователь отправляет товар в корзину, он должен видеть наименование товара, количество и итоговую сумму заказа. А также информацию о стоимости доставки, если она производится.""
Про доставку вставим просто фразу: стоимость доставки уточнит менеджер после определения точки выгрузки.

Делаем на отдельной странице, поля как при щелчке по кнопке заказать звонок + учесть информацию от Яндекс.Маркета.
Также в шапке добавить иконку корзины - ""иконка корзины - 3 шт. / 13000 руб.""",16262,"6,22"
"Коммерческая green-garden.ru.В допах картинка, я там обрисовал все движения наши)

[+] Убрать из поиска вкладку ""Ком. Недвижимость"" на главной
[+] Добавить фильтр ""Назначение помещения""
[+] Добавить в фильтр Этаж
[+] Разработка интерактивной карты с привязкой к поиску (обращаю внимание, тут покопаться нужно, раньше ТОЧНО был такой функционал, потом его скрыли, кажется.. давно было.)
[+] Разработка функционала добавления двух типов планировок на страницу ЖК - без деления на помещения (интерактивная) и с делением на помещения (статичная)

Изменение вёрстки страницы помещения (добавление/изменение полей, добавление контактных данных)
- Статус
- Этаж
- Общая площадь
- Арендная ставка
- Статус
- Добавить контакты вместо кнопок
- и где-то вывести список назначений помещения

Дизайн и размещения баннера ""Акция! 0руб.""",33741,23
"Создание сайта ripar.ru.Рисуем пока главную и страницу каталога. Вот макет https://moqups.com/abvsait/G5AlEcvw
Примеры сайтов которые нравятся есть в брифе, но по сути надо смотреть на 2 сайта
www.supl.biz
www.dropshipdirect.com

Нужны страницы:
Главная - адаптив
Каталог (Запчасти )- адаптив
Каталог (Агрегаты) - адаптив
Карточка товара(Запчасти) - адаптив
Карточка товара(Агрегаты) - адаптив
О нас - адаптив
Помощь - адаптив
События (2 стр) - адаптив
Контакты - адаптив
Внутренняя текстовая
Формы (регистрации, входа, всплывающее сообщение) - адаптив
Личный кабинет (12 вкладок) - не адаптив

утверждено:
1920
https://client.abcwww.ru/crm/webimage.php?img=http://crmabcwwwstorage.s3.amazonaws.com/03-2016/1458818085_index.jpg
https://client.abcwww.ru/crm/webimage.php?img=http://crmabcwwwstorage.s3.amazonaws.com/03-2016/1458818085_inner.jpg
https://client.abcwww.ru/crm/webimage.php?img=http://crmabcwwwstorage.s3.amazonaws.com/03-2016/1458818085_Company.jpg
https://client.abcwww.ru/crm/webimage.php?img=http://crmabcwwwstorage.s3.amazonaws.com/03-2016/1458818085_Contacts.jpg


личный кабинет - выносим в отдельный этап, разбиваем на подзадания",40183,"6,105,18,17,15,13,90,28,74,100,22,29,66,106,86,56,75"
"дизайн главной страницы (www.formgost.ru).Задача

- надо отрисовать свежие баннеры на сайт 
- надо поработать с шапкой сайта, сейчас там есть много пустого места 


Далее, когда вышлют полную информацию 

- надо освежить главную страницу (сейчас явный перебор с текстом), будут добавлены непосредственно товары на главную, сделан блок комплектов одежды, будут 3 варианта на главной ""бюджет"", ""оптимум"", ""премиум"". Сейчас наш маркетолог готовит товары, картинки и текст, чтобы сделали дизайн и разместили",21929,"6,74,22"
Д платные доработки garden-cosmetics.ru.Оплата по факту 800-1200 р/ч,36417,"22,27,89,56,88"
"Правки на сайте prostavka.ru.Описание и картинки в доп.инфо.

И к программистам - Bimecc, HR и Прома продаются парами, цены указаны за пару, т.е при выборе количества товара при оформлении товара выбор количества - 2 или 4. Hofmann только 4, по 2 не продаются.",4688,"6,74,22"
"Т1 Города.Эта заявка создана для Павла, чтоб он знал какие города мы включаем
15.02.2016 был включен Краснодар",48498,"74,22,34,89"
"Д Восьмая доработка по сайту врачеватель.рф.1. В контактах http://joxi.ru/MAjeYzkTvo9zP2?d=1 перед строкой GPS необходимо подобрать и поставить соответствующий значок.
2. В расписании на Слепченко добавить график работы. Взять отсюда http://joxi.ru/Q2KqJeXt9qP9jr?d=1
3. У каждого врача ультразвуковой диагностики http://joxi.ru/eAO6peyF4DPQb2?d=1 при записи имеется свой набор услуг, который он выполняет. В панели управления необходимо сделать возможность формирования этих услуг для каждого врача, например http://joxi.ru/nAy6EY5FXb05ar?d=1. Таким образом, чтобы самому можно было настроить эти услуги.",27867,22
"Редизайн главной emae.ru -2.[Продолжение заявки TT7126]
ЦЕЛИ И КРАТКОЕ ОПИСАНИЕ

Цель редизайна

Главная страница emae.ru должна быть самостоятельной посадочной страницей презентующей Фэшн Бренд детской, а в будущем и не только детской одежды. 
 Добиваемся структурированного представления коллекций бренда ""ЕМАЕ"" на главной странице с современными эффектами с целью увеличения продаж самых ходовых товаров с главной страницы.

Краткое описание
Главный принцип переделки заключается в том, что у нас больше не будет огромной стены фотографий,   будет вверху страницы блок-слайдер  напр. “Сезон “Зима-2016. Новые коллекции”, и несколько категорий текущей коллекции блоков(мальчики,девочки сейчас,а в последствии-юноши,девушки,мужчины,женщины) и появятся подразделы у каждой категории коллекции,где можно будет купить ту или иную вещь.

Ориентируемся на сайт http://www.massimodutti.com/ru/ru/ .Вся страница состоит из “блоков-категорий коллекций”. “Блок-категория коллекции” представляет из себя фото(или видео) на заднем фоне на всю ширину экрана, полное и краткое название категории коллекции с ссылкой на страницу категории коллекции.Краткие названия колллекций используется в первом блоке-слайдере в пунктах меню для перемещения по страницы(напр. краткое назв. “Мальчики”, полное назв. “Коллекция “Зима - 2016 г. Мальчики”.)
Каждый сезон будут меняться полностью все фото и коллекции.
Первым располагается блок с перечислением всех категорий коллекций(их кратких названий) и ссылками-переходами по странице на блоки конкретных категорий коллекции, далее идут уже сами блоки-категории коллекции.
При клике на название или краткое описание категории-блока коллекции переходим на страницу подобной этой http://www.massimodutti.com/ru/ru/c1616521.html (см. прототип).На фоне изображения какой-то модели располагаем список того что на ней надето с названием и ценой,при клике на название всплывает окно с сайта http://www.emae.ru/shop/ (см. “Быстрый просмотр”).
Справа радиобаттоны-кнопки быстрого перехода по коллекциям(если навести на них,появляется подсказка с названием коллекции и ссылкой на коллекцию или на блок “Главная”).

Сайт должен быть адаптивным (“Уши” начинаются от 1800рх, пример адаптива http://www.dolcegabbana.com/)

СТРУКТУРА ГЛАВНОЙ СТРАНИЦЫ:

Шапка: 

Ссылка-кнопка “Интернет магазин”
Ссылка-кнопка “Оптовый раздел”
Корзина
Логотип(уменьшенный по сравнению с текущим сайтом)
http://fh7917m7.bget.ru/emae/5/ (утв. вариант, добавить корзину).Шапка при прокручиваниии скрола вниз остается на одном месте. Без затемнения. Кнопки при наведении должны быть с эффектом как тут http://fh7917m7.bget.ru/emae/5/ 

Тело:

См. http://www.massimodutti.com/ru/ru/ .
Презентационный блок-слайдер напр. “Сезон Зима-2016г. Новая коллекция.” с названием и описанием всех категорий коллекций на фоне некоторых фотографий коллекций
Блок категории коллекции “Мальчики”(описание+название на фоне фото или видео из коллекции)
Блок категории коллекции “Девочки”(описание+название на фоне фото   или видео из коллекции)
…
В последствии еще 4 блока

При прокрутке страницы желательно сделать паралакс-эффект, в слайдере один слайд наплывает на другой.
Справа радиобаттоны-кнопки быстрого перехода по категориям коллекций(если навести на них,появляется подсказка с названием категории коллекции и ссылкой на категорию коллекции или на блок “Главная”).
Категории пока будет 2: “Мальчики” и “Девочки”(называть можно по-другому.У каждой категории будет краткое и полное название, задается в админке.Краткое используется в меню, полное на слайде)


Футер:

“© ЁМАЁ официальный сайт производителя”
кнопка “ЗАДАЙТЕ ВАШ ВОПРОС”
кнопка “НАША КОМАНДА”
иконки соцсетей: ВК,ОК,инстаграмм,фейсбук

http://fh7917m7.bget.ru/emae/5/ (утв. вариант футера). Футер всегда закреплен и спускаетя с прокруткой страницы.Добавить иконку фейсбука
 
СТРУКТУРА СТРАНИЦЫ 2-ГО УРОВНЯ

Шапка: 

Ссылка-кнопка “интернет магазин”
Корзина
Логотип(уменьшенный по сравнению с текущим сайтом)

Тело:

Фото-видео плитки( разных размеров) моделей,при наведении мышкой на некоторые из них появляется список того что на них надето с названием предмета одежды и его ценой (см. http://www.massimodutti.com/ru/ru/c1616521.html ,только может быть несколько предметов сразу).При клике на название предмета одежды всплывает карточка товара с интернет-магазина  http://www.emae.ru/shop/ (см. “Быстрый просмотр”) с возможностью добавить в корзину данную вещь.

Справа радиобаттоны-кнопки быстрого перехода по категориям коллекции(если навести на них,появляется подсказка с названием категории и ссылкой или на блок “Главная” на главной странице).
При наведении на фото-видео плитку список товаров появляется как тут http://www.massimodutti.com/ru/ru/c1616521.html 
При наведении на точки справа - весь экран не темнеет, появляются названия пуктов меню(категорий коллекции)

Придумать интересный эффект появления фотографии при скролинге вниз.

Футер:

Тоже самое что на главной

Администрирование и размеры блоков:

Блоки можно будет добавлять по рядам на всю ширину экрана:
-выбор расположения блока
-указание высоты блока
-выбор количества блоков(1-4,т.е. может быть 1 длинный прямоугольный блок, 2 одинаковых прямоугольных блока ,3 одинаковых прямоугольных блока, либо 4 одинаковых блока).
-загрузка  фото или видео, которое должно обрезаться соответственно от выбранной высоты блока и количества блоков.


МАТЕРИАЛЫ:

Фото моделей:

https://yadi.sk/d/WUaqhcHmj2Vpy
https://yadi.sk/d/R-gx2CWQj2ULN
https://yadi.sk/d/7d6-rTfZj2WAi
https://yadi.sk/d/oTIAkJXGj2agS
https://yadi.sk/d/9n-JL1k8j2Rrd
https://yadi.sk/d/D3Nq2SUBj2Wax

Фото одежды:

https://yadi.sk/d/Y720P6ZCj2K3L
https://yadi.sk/d/70tURMDJj2KrF
https://yadi.sk/d/ST6WwYfej2TUT
https://yadi.sk/d/ZxvgcjRcj2TnT
https://yadi.sk/d/6pEa7Luzj2TxD
https://yadi.sk/d/v-TJeUtsj2T98
https://yadi.sk/d/DoUn92fNj2TTS
https://yadi.sk/d/y1j53ZPaj2Zcb
https://yadi.sk/d/w4YS_ZV0j2aVD
https://yadi.sk/d/aKO5ftm2j2TsL
https://yadi.sk/d/wD2PVl29j2a8n
https://yadi.sk/d/dvYJ2rYDj2MgD
https://yadi.sk/d/z9IV_riumP3jU
https://yadi.sk/d/OLG_96W0mP3v7
https://yadi.sk/d/PbCHB6eMj2WpA
https://yadi.sk/d/WuMFLL6cj2Tf8


 
Видеоролик,из которого возможно сделать один из фонов http://www.youtube.com/watch?v=aKy2qTgS9Y8


ЭФФЕКТЫ:

Паралакс-эффект
Эффект обвода кнопок
Эффект наплывающих слайдов в слайдере
https://www.apple.com/ru/watch/ - эффект настилания


Прототип https://moqups.com/abvsait/VKqv5cIx/",19579,"105,90,74,22,106"
Создание адаптивной версии сайта mehuborka.ru.Дизайн сайта нужно сделать адаптивным под мобильные устройства.,7217,"13,74,22"
"Продвижение сайта www.tivoli-elit.ru.Продвижение сайта www.tivoli-elit.ru

Регион продвижения - Рязань и Рязанская область.

Список ключевых фраз:
zeltiq
быстрое похудение
лаеннек
аппаратная косметология
аппаратная косметология рязань
термолифтинг
вакуумный массаж
интимная контурная пластика
лазерное омоложение
фотоомоложение
фотоэпиляция
нитевой лифтинг
нитевой лифтинг рязань
безоперационная липосакция
безоперационная липосакция стоимость
безоперационная липосакция цена 

Бюджет - 10 000 руб в месяц.",35644,"44,46,48,94,95,47,41,85,42,83"
Д Адаптивный веб-дизайн.Для сайта врачеватель.рф сделать адаптивный веб-дизайн.,27867,"13,90,22,106"
Создание сайта www.roofshield.ru.Создание сайта www.roofshield.ru,55343,"90,22,27,106"
"кровля-утеплитель.рф - Кровельный лендинг Брикус.Необходимо разработать сайт (объяснение в допах):
1. Верхушка - логотип отсюда http://www.блоки-рязань.рф/ , только название меняем и сама верхушка такая же по структуре
2. Далее просто картинка+текстовый блок.
3. Контент просто сдираем отсюда - http://shinglas.ru/catalog/ - начиная с фильтров и заканчивая товарами. Немного изменится карточка товаров - http://joxi.ru/eAOLj4qF47VGxr - вот такая струкутра должна быть
4. Заканчивется это всё с низа браер-рязань.рф - http://joxi.ru/ZrJQgqVt1N8kNA как-то так)",29038,"6,23"
"Раскрутка сайта studiakrasotililit.ru.Регион продвижения Одинцово и Лесной городок. Список фраз:

Салон красоты в лесном городке 
 Маникюр педикюр в лесном городке 
 Стрижка окрашивание в лесном городке 
 Салон красоты в Одинцово 
 Коррекция бровей в лесном городке (Одинцово) 
 Уклада в лесном городке (Одинцово) 
 Покрытие биогель в лесном городке (Одинцово) 
 Наращивание волос и ресниц в лесном городке (Одинцово) 
 Окрашивание краской keune в лесном городке (Одинцово) 
 окрашивание краской matrix в лесном городке (Одинцово) 
 Калифорнийское мелирование в лесном городке (Одинцово) 
 Японский маникюр в лесном городке (Одинцово) 
 Бразильский маникюр в лесном городке (Одинцово) 
 Бразильский педикюр в лесном городке (Одинцово)",37823,"44,48,94,95,47,41,85,42,83"
